from,to,link,year,month
14910,23713,1,2008,12
14910,24357,1,2008,12
14910,24359,1,2008,12
14910,24976,1,2008,12
14910,27722,1,2008,12
14910,32060,1,2008,12
14910,47873,1,2008,12
14911,20204,1,2008,12
14916,23896,1,2008,12
14916,32093,1,2008,12
14919,36016,1,2008,12
14923,25935,1,2008,12
14924,31160,1,2008,12
14927,30345,1,2008,12
14928,57203,1,2008,12
14934,32417,1,2008,12
14940,18491,1,2008,12
14940,26721,1,2008,12
14941,34754,1,2008,12
14950,14959,1,2008,12
14950,17455,1,2008,12
14950,19524,1,2008,12
14950,25268,1,2008,12
14950,25759,1,2008,12
14950,31066,1,2008,12
14950,31254,1,2008,12
14950,33204,1,2008,12
14950,37078,1,2008,12
14950,38810,1,2008,12
14950,40124,1,2008,12
14950,40140,1,2008,12
14950,41617,1,2008,12
14950,42340,1,2008,12
14951,47061,1,2008,12
14955,16061,1,2008,12
14955,23066,1,2008,12
14955,25277,1,2008,12
14955,27220,1,2008,12
14955,28194,1,2008,12
14955,28271,1,2008,12
14955,28616,1,2008,12
14955,30979,1,2008,12
14955,33386,1,2008,12
14955,33690,1,2008,12
14955,34961,1,2008,12
14955,34968,1,2008,12
14955,35950,1,2008,12
14955,36957,1,2008,12
14957,37638,1,2008,12
14959,25775,1,2008,12
14959,39227,1,2008,12
14959,41176,1,2008,12
14960,15249,1,2008,12
14960,15400,1,2008,12
14960,20333,1,2008,12
14960,20839,1,2008,12
14960,20857,1,2008,12
14960,22669,1,2008,12
14960,24432,1,2008,12
14960,26942,1,2008,12
14960,26957,1,2008,12
14960,37930,1,2008,12
14960,40324,1,2008,12
14960,40336,1,2008,12
14960,50627,1,2008,12
14960,53726,1,2008,12
14960,55439,1,2008,12
14960,60163,1,2008,12
14964,22741,1,2008,12
14966,20860,1,2008,12
14970,33837,1,2008,12
14972,20860,1,2008,12
14972,23075,1,2008,12
14972,25346,1,2008,12
14977,15589,1,2008,12
14977,16760,1,2008,12
14977,26105,1,2008,12
14977,41228,1,2008,12
14981,15431,1,2008,12
14981,16249,1,2008,12
14981,19183,1,2008,12
14981,25365,1,2008,12
14983,20879,1,2008,12
14984,29500,1,2008,12
14985,23192,1,2008,12
14985,35985,1,2008,12
14985,36951,1,2008,12
14986,24984,1,2008,12
14987,19908,1,2008,12
14987,21584,1,2008,12
14987,30897,1,2008,12
14988,19183,1,2008,12
14988,19413,1,2008,12
14989,25299,1,2008,12
14990,30556,1,2008,12
14990,37733,1,2008,12
14994,18699,1,2008,12
14995,26575,1,2008,12
15001,19014,1,2008,12
15001,28911,1,2008,12
15001,28915,1,2008,12
15001,31166,1,2008,12
15001,31894,1,2008,12
15001,35267,1,2008,12
15009,16984,1,2008,12
15009,49490,1,2008,12
15009,52012,1,2008,12
15009,54850,1,2008,12
15011,16772,1,2008,12
15011,28016,1,2008,12
15018,24083,1,2008,12
15018,26926,1,2008,12
15020,50649,1,2008,12
15021,15152,1,2008,12
15021,53649,1,2008,12
15022,39859,1,2008,12
15025,28077,1,2008,12
15025,35152,1,2008,12
15026,22691,1,2008,12
15026,33454,1,2008,12
15026,36361,1,2008,12
15031,26323,1,2008,12
15031,28176,1,2008,12
15031,29368,1,2008,12
15035,57030,1,2008,12
15037,23255,1,2008,12
15038,23230,1,2008,12
15040,19149,1,2008,12
15042,28140,1,2008,12
15042,28205,1,2008,12
15042,30908,1,2008,12
15042,56977,1,2008,12
15042,57750,1,2008,12
15051,20299,1,2008,12
15051,25486,1,2008,12
15054,17473,1,2008,12
15057,18525,1,2008,12
15060,20361,1,2008,12
15062,15870,1,2008,12
15062,15948,1,2008,12
15062,18854,1,2008,12
15062,21343,1,2008,12
15062,21344,1,2008,12
15062,22959,1,2008,12
15062,25882,1,2008,12
15062,30801,1,2008,12
15062,38683,1,2008,12
15068,28097,1,2008,12
15068,28099,1,2008,12
15069,16861,1,2008,12
15069,38520,1,2008,12
15071,28557,1,2008,12
15071,52794,1,2008,12
15073,17713,1,2008,12
15073,19952,1,2008,12
15073,48618,1,2008,12
15075,18298,1,2008,12
15076,18791,1,2008,12
15076,19429,1,2008,12
15076,19799,1,2008,12
15076,20550,1,2008,12
15076,21901,1,2008,12
15076,21993,1,2008,12
15076,26227,1,2008,12
15076,29804,1,2008,12
15078,19435,1,2008,12
15078,21897,1,2008,12
15078,21898,1,2008,12
15078,21901,1,2008,12
15078,31598,1,2008,12
15084,28667,1,2008,12
15087,29002,1,2008,12
15088,22056,1,2008,12
15088,26748,1,2008,12
15088,50462,1,2008,12
15093,24817,1,2008,12
15098,23656,1,2008,12
15099,19199,1,2008,12
15099,20291,1,2008,12
15099,20301,1,2008,12
15099,20310,1,2008,12
15099,21261,1,2008,12
15099,21529,1,2008,12
15099,24309,1,2008,12
15099,24667,1,2008,12
15099,24938,1,2008,12
15099,32487,1,2008,12
15099,38358,1,2008,12
15099,46531,1,2008,12
15105,24657,1,2008,12
15106,20310,1,2008,12
15106,35782,1,2008,12
15110,39922,1,2008,12
15111,18116,1,2008,12
15111,61737,1,2008,12
15113,20697,1,2008,12
15113,21945,1,2008,12
15113,22435,1,2008,12
15114,19367,1,2008,12
15115,22635,1,2008,12
15115,31769,1,2008,12
15115,37490,1,2008,12
15116,18078,1,2008,12
15116,18913,1,2008,12
15116,24179,1,2008,12
15117,42997,1,2008,12
15117,58897,1,2008,12
15120,21838,1,2008,12
15120,29869,1,2008,12
15121,51801,1,2008,12
15121,51802,1,2008,12
15122,18560,1,2008,12
15122,23418,1,2008,12
15122,23626,1,2008,12
15126,23080,1,2008,12
15128,29141,1,2008,12
15132,23768,1,2008,12
15138,20230,1,2008,12
15141,15515,1,2008,12
15142,26312,1,2008,12
15145,15157,1,2008,12
15145,34648,1,2008,12
15146,16419,1,2008,12
15146,30149,1,2008,12
15148,31820,1,2008,12
15149,16030,1,2008,12
15149,28817,1,2008,12
15150,26667,1,2008,12
15150,27500,1,2008,12
15151,26312,1,2008,12
15151,34715,1,2008,12
15151,43055,1,2008,12
15153,24447,1,2008,12
15153,28885,1,2008,12
15154,24508,1,2008,12
15155,33904,1,2008,12
15157,16024,1,2008,12
15158,15179,1,2008,12
15158,28691,1,2008,12
15158,31912,1,2008,12
15158,32620,1,2008,12
15160,16031,1,2008,12
15160,28935,1,2008,12
15163,35091,1,2008,12
15166,42484,1,2008,12
15169,24809,1,2008,12
15169,32479,1,2008,12
15170,23326,1,2008,12
15170,28171,1,2008,12
15175,32473,1,2008,12
15175,32478,1,2008,12
15175,37355,1,2008,12
15175,37356,1,2008,12
15176,15181,1,2008,12
15179,26299,1,2008,12
15179,46413,1,2008,12
15180,43867,1,2008,12
15181,22929,1,2008,12
15181,24809,1,2008,12
15181,32800,1,2008,12
15181,33918,1,2008,12
15181,34775,1,2008,12
15184,40505,1,2008,12
15185,56387,1,2008,12
15186,26310,1,2008,12
15186,41315,1,2008,12
15187,32354,1,2008,12
15188,51514,1,2008,12
15191,43039,1,2008,12
15192,26605,1,2008,12
15192,43876,1,2008,12
15193,20493,1,2008,12
15193,25578,1,2008,12
15193,34777,1,2008,12
15194,60787,1,2008,12
15196,32886,1,2008,12
15199,29650,1,2008,12
15202,22199,1,2008,12
15202,24956,1,2008,12
15202,26902,1,2008,12
15202,27045,1,2008,12
15202,27382,1,2008,12
15203,58647,1,2008,12
15207,18140,1,2008,12
15208,27165,1,2008,12
15210,41356,1,2008,12
15214,16881,1,2008,12
15214,18852,1,2008,12
15214,19194,1,2008,12
15214,19679,1,2008,12
15214,24072,1,2008,12
15214,33283,1,2008,12
15214,40158,1,2008,12
15214,42937,1,2008,12
15214,50509,1,2008,12
15214,55638,1,2008,12
15214,55640,1,2008,12
15214,55890,1,2008,12
15214,59527,1,2008,12
15216,58014,1,2008,12
15217,60265,1,2008,12
15227,40005,1,2008,12
15228,18092,1,2008,12
15228,21992,1,2008,12
15228,23709,1,2008,12
15228,28314,1,2008,12
15228,29621,1,2008,12
15228,29627,1,2008,12
15228,49005,1,2008,12
15229,21572,1,2008,12
15229,39267,1,2008,12
15237,19137,1,2008,12
15237,36484,1,2008,12
15240,19593,1,2008,12
15241,30306,1,2008,12
15241,33030,1,2008,12
15241,37738,1,2008,12
15243,27699,1,2008,12
15244,19513,1,2008,12
15244,35212,1,2008,12
15244,36950,1,2008,12
15247,19183,1,2008,12
15249,18225,1,2008,12
15249,19583,1,2008,12
15249,23397,1,2008,12
15249,23708,1,2008,12
15249,26347,1,2008,12
15249,30121,1,2008,12
15249,31279,1,2008,12
15249,36750,1,2008,12
15249,43100,1,2008,12
15249,60110,1,2008,12
15262,28322,1,2008,12
15267,38448,1,2008,12
15268,28376,1,2008,12
15272,17252,1,2008,12
15273,19824,1,2008,12
15273,45001,1,2008,12
15273,45002,1,2008,12
15274,29497,1,2008,12
15274,38023,1,2008,12
15275,15291,1,2008,12
15281,15291,1,2008,12
15281,19823,1,2008,12
15281,28376,1,2008,12
15282,15291,1,2008,12
15282,18116,1,2008,12
15282,19055,1,2008,12
15282,31261,1,2008,12
15282,31267,1,2008,12
15282,43893,1,2008,12
15282,55021,1,2008,12
15288,16740,1,2008,12
15288,29475,1,2008,12
15288,32057,1,2008,12
15288,32252,1,2008,12
15288,35350,1,2008,12
15289,28376,1,2008,12
15291,19824,1,2008,12
15291,28376,1,2008,12
15291,28377,1,2008,12
15291,28422,1,2008,12
15291,29498,1,2008,12
15291,40659,1,2008,12
15291,45577,1,2008,12
15292,17921,1,2008,12
15292,27183,1,2008,12
15292,32192,1,2008,12
15292,63323,1,2008,12
15297,15299,1,2008,12
15299,32447,1,2008,12
15303,25765,1,2008,12
15304,16165,1,2008,12
15304,29043,1,2008,12
15304,30197,1,2008,12
15309,15319,1,2008,12
15312,20156,1,2008,12
15312,23397,1,2008,12
15313,24402,1,2008,12
15315,35405,1,2008,12
15317,19055,1,2008,12
15317,50692,1,2008,12
15319,27386,1,2008,12
15325,33845,1,2008,12
15326,15340,1,2008,12
15329,37851,1,2008,12
15332,27808,1,2008,12
15335,22922,1,2008,12
15335,30898,1,2008,12
15335,51109,1,2008,12
15339,18358,1,2008,12
15339,56057,1,2008,12
15340,16675,1,2008,12
15340,23397,1,2008,12
15340,25563,1,2008,12
15340,28596,1,2008,12
15340,30184,1,2008,12
15340,37541,1,2008,12
15345,27808,1,2008,12
15347,31072,1,2008,12
15347,33842,1,2008,12
15347,34608,1,2008,12
15347,34840,1,2008,12
15347,40080,1,2008,12
15347,62237,1,2008,12
15348,15866,1,2008,12
15348,25798,1,2008,12
15348,30752,1,2008,12
15349,20821,1,2008,12
15349,39402,1,2008,12
15350,16577,1,2008,12
15350,62376,1,2008,12
15351,34404,1,2008,12
15351,36116,1,2008,12
15356,16043,1,2008,12
15356,16587,1,2008,12
15356,18092,1,2008,12
15356,18985,1,2008,12
15356,19411,1,2008,12
15356,20578,1,2008,12
15356,22293,1,2008,12
15356,26428,1,2008,12
15356,34510,1,2008,12
15360,15366,1,2008,12
15361,16094,1,2008,12
15362,16094,1,2008,12
15363,34668,1,2008,12
15364,47131,1,2008,12
15368,32690,1,2008,12
15370,32335,1,2008,12
15371,23798,1,2008,12
15374,43365,1,2008,12
15377,26552,1,2008,12
15389,38821,1,2008,12
15392,22297,1,2008,12
15392,29584,1,2008,12
15392,55230,1,2008,12
15397,18755,1,2008,12
15397,22414,1,2008,12
15397,32499,1,2008,12
15397,33642,1,2008,12
15397,47396,1,2008,12
15401,27936,1,2008,12
15403,32057,1,2008,12
15403,42939,1,2008,12
15404,39783,1,2008,12
15406,15407,1,2008,12
15417,19506,1,2008,12
15417,25558,1,2008,12
15417,34594,1,2008,12
15420,37228,1,2008,12
15422,37878,1,2008,12
15425,55678,1,2008,12
15425,55679,1,2008,12
15427,25203,1,2008,12
15427,31757,1,2008,12
15428,25157,1,2008,12
15428,34513,1,2008,12
15428,34514,1,2008,12
15428,40713,1,2008,12
15431,20484,1,2008,12
15431,61832,1,2008,12
15433,19397,1,2008,12
15438,18682,1,2008,12
15439,16560,1,2008,12
15439,21936,1,2008,12
15439,21950,1,2008,12
15439,22963,1,2008,12
15439,30795,1,2008,12
15439,36985,1,2008,12
15439,38602,1,2008,12
15440,19175,1,2008,12
15440,26958,1,2008,12
15445,16201,1,2008,12
15445,31343,1,2008,12
15445,49311,1,2008,12
15445,54848,1,2008,12
15446,38845,1,2008,12
15446,47842,1,2008,12
15448,21225,1,2008,12
15450,20611,1,2008,12
15450,41613,1,2008,12
15450,46356,1,2008,12
15450,52758,1,2008,12
15452,18505,1,2008,12
15452,40989,1,2008,12
15453,26457,1,2008,12
15464,52597,1,2008,12
15470,31339,1,2008,12
15475,19193,1,2008,12
15481,17666,1,2008,12
15491,15494,1,2008,12
15494,18841,1,2008,12
15494,19637,1,2008,12
15494,37441,1,2008,12
15494,48763,1,2008,12
15495,15507,1,2008,12
15495,49785,1,2008,12
15495,49787,1,2008,12
15498,45900,1,2008,12
15499,24121,1,2008,12
15499,24319,1,2008,12
15499,26526,1,2008,12
15499,28537,1,2008,12
15499,29072,1,2008,12
15499,46988,1,2008,12
15500,22531,1,2008,12
15500,55266,1,2008,12
15501,33287,1,2008,12
15504,16764,1,2008,12
15504,47836,1,2008,12
15505,22531,1,2008,12
15507,17864,1,2008,12
15508,18004,1,2008,12
15508,24319,1,2008,12
15508,33897,1,2008,12
15512,42765,1,2008,12
15512,45900,1,2008,12
15513,21142,1,2008,12
15513,49052,1,2008,12
15514,44428,1,2008,12
15515,25158,1,2008,12
15518,22496,1,2008,12
15521,15525,1,2008,12
15521,20640,1,2008,12
15522,16657,1,2008,12
15522,34010,1,2008,12
15522,37111,1,2008,12
15524,20640,1,2008,12
15529,16501,1,2008,12
15529,44051,1,2008,12
15530,15539,1,2008,12
15532,46053,1,2008,12
15533,20640,1,2008,12
15534,26754,1,2008,12
15534,44787,1,2008,12
15535,25965,1,2008,12
15535,27115,1,2008,12
15535,28089,1,2008,12
15535,55313,1,2008,12
15538,15539,1,2008,12
15539,21296,1,2008,12
15539,23287,1,2008,12
15539,30090,1,2008,12
15539,37412,1,2008,12
15540,18737,1,2008,12
15540,59440,1,2008,12
15541,44057,1,2008,12
15543,20640,1,2008,12
15543,51617,1,2008,12
15544,37411,1,2008,12
15544,46053,1,2008,12
15545,19642,1,2008,12
15548,26430,1,2008,12
15548,37736,1,2008,12
15553,18998,1,2008,12
15554,35710,1,2008,12
15559,37974,1,2008,12
15559,41496,1,2008,12
15559,52198,1,2008,12
15559,54280,1,2008,12
15559,55158,1,2008,12
15561,15613,1,2008,12
15563,27815,1,2008,12
15564,28451,1,2008,12
15565,25468,1,2008,12
15565,26090,1,2008,12
15567,33397,1,2008,12
15568,25248,1,2008,12
15568,27098,1,2008,12
15569,15596,1,2008,12
15569,19121,1,2008,12
15569,22763,1,2008,12
15569,25558,1,2008,12
15570,20846,1,2008,12
15570,24989,1,2008,12
15571,15597,1,2008,12
15572,22743,1,2008,12
15572,22918,1,2008,12
15572,35836,1,2008,12
15575,25256,1,2008,12
15575,37568,1,2008,12
15577,15588,1,2008,12
15578,15597,1,2008,12
15580,33651,1,2008,12
15580,35944,1,2008,12
15580,36321,1,2008,12
15584,25910,1,2008,12
15584,27720,1,2008,12
15588,22333,1,2008,12
15588,23066,1,2008,12
15588,25558,1,2008,12
15588,32412,1,2008,12
15588,39224,1,2008,12
15595,24995,1,2008,12
15596,24364,1,2008,12
15596,24995,1,2008,12
15600,33837,1,2008,12
15603,20347,1,2008,12
15604,30897,1,2008,12
15605,29500,1,2008,12
15605,32680,1,2008,12
15605,32685,1,2008,12
15605,36226,1,2008,12
15616,24062,1,2008,12
15618,21894,1,2008,12
15618,23745,1,2008,12
15618,24085,1,2008,12
15618,26498,1,2008,12
15618,29991,1,2008,12
15618,31869,1,2008,12
15620,35865,1,2008,12
15622,56130,1,2008,12
15623,18567,1,2008,12
15623,29083,1,2008,12
15623,53805,1,2008,12
15623,61514,1,2008,12
15624,15903,1,2008,12
15625,18231,1,2008,12
15625,21702,1,2008,12
15631,16754,1,2008,12
15631,43884,1,2008,12
15637,21542,1,2008,12
15637,25040,1,2008,12
15637,27648,1,2008,12
15642,30700,1,2008,12
15645,30378,1,2008,12
15646,41640,1,2008,12
15649,17363,1,2008,12
15649,28900,1,2008,12
15649,39830,1,2008,12
15649,39831,1,2008,12
15655,16991,1,2008,12
15662,54511,1,2008,12
15666,29788,1,2008,12
15667,16795,1,2008,12
15667,24342,1,2008,12
15675,24574,1,2008,12
15675,25462,1,2008,12
15677,20364,1,2008,12
15679,27327,1,2008,12
15681,19798,1,2008,12
15682,18678,1,2008,12
15682,23878,1,2008,12
15683,24574,1,2008,12
15685,22527,1,2008,12
15685,24557,1,2008,12
15687,18582,1,2008,12
15687,20114,1,2008,12
15687,22621,1,2008,12
15687,23813,1,2008,12
15687,33860,1,2008,12
15687,36217,1,2008,12
15687,36758,1,2008,12
15687,40047,1,2008,12
15687,42409,1,2008,12
15687,42413,1,2008,12
15687,46054,1,2008,12
15691,45506,1,2008,12
15693,15705,1,2008,12
15697,29421,1,2008,12
15697,29527,1,2008,12
15697,45954,1,2008,12
15699,19678,1,2008,12
15701,28731,1,2008,12
15703,17181,1,2008,12
15703,21183,1,2008,12
15703,22832,1,2008,12
15703,38635,1,2008,12
15703,44918,1,2008,12
15703,50284,1,2008,12
15705,15795,1,2008,12
15705,23613,1,2008,12
15705,40201,1,2008,12
15705,50135,1,2008,12
15706,42732,1,2008,12
15706,54077,1,2008,12
15710,15712,1,2008,12
15712,57292,1,2008,12
15713,36993,1,2008,12
15714,16490,1,2008,12
15717,29738,1,2008,12
15717,29739,1,2008,12
15718,26427,1,2008,12
15724,20174,1,2008,12
15727,30237,1,2008,12
15730,16726,1,2008,12
15730,19142,1,2008,12
15732,28942,1,2008,12
15734,18502,1,2008,12
15736,27318,1,2008,12
15736,29351,1,2008,12
15736,41713,1,2008,12
15737,32189,1,2008,12
15738,28272,1,2008,12
15739,21784,1,2008,12
15739,22619,1,2008,12
15739,37846,1,2008,12
15739,46676,1,2008,12
15739,60920,1,2008,12
15739,61526,1,2008,12
15740,26999,1,2008,12
15740,29351,1,2008,12
15742,15744,1,2008,12
15742,18031,1,2008,12
15742,32065,1,2008,12
15743,22500,1,2008,12
15743,32065,1,2008,12
15744,25268,1,2008,12
15744,25754,1,2008,12
15744,34981,1,2008,12
15744,37254,1,2008,12
15744,39227,1,2008,12
15749,33663,1,2008,12
15750,17943,1,2008,12
15752,17941,1,2008,12
15752,47525,1,2008,12
15753,34341,1,2008,12
15753,34345,1,2008,12
15753,40096,1,2008,12
15753,42256,1,2008,12
15754,24056,1,2008,12
15755,17943,1,2008,12
15759,17206,1,2008,12
15759,19445,1,2008,12
15759,25193,1,2008,12
15759,54144,1,2008,12
15760,17943,1,2008,12
15760,30235,1,2008,12
15762,38044,1,2008,12
15763,21143,1,2008,12
15763,38424,1,2008,12
15763,38728,1,2008,12
15763,47315,1,2008,12
15763,57301,1,2008,12
15766,38070,1,2008,12
15768,24304,1,2008,12
15769,21545,1,2008,12
15769,31899,1,2008,12
15769,33066,1,2008,12
15769,34537,1,2008,12
15769,37029,1,2008,12
15770,46262,1,2008,12
15771,43874,1,2008,12
15772,37101,1,2008,12
15774,22379,1,2008,12
15774,27682,1,2008,12
15774,32447,1,2008,12
15775,23204,1,2008,12
15775,26585,1,2008,12
15775,30783,1,2008,12
15775,51930,1,2008,12
15777,23037,1,2008,12
15779,28712,1,2008,12
15780,15857,1,2008,12
15780,34129,1,2008,12
15780,42155,1,2008,12
15782,39836,1,2008,12
15782,39923,1,2008,12
15783,36665,1,2008,12
15790,17760,1,2008,12
15790,26954,1,2008,12
15790,30402,1,2008,12
15790,31270,1,2008,12
15790,36041,1,2008,12
15790,37700,1,2008,12
15790,39556,1,2008,12
15793,15803,1,2008,12
15793,37968,1,2008,12
15793,37969,1,2008,12
15793,37971,1,2008,12
15793,41902,1,2008,12
15794,15795,1,2008,12
15794,40500,1,2008,12
15794,43581,1,2008,12
15798,21861,1,2008,12
15799,28138,1,2008,12
15799,28225,1,2008,12
15799,56457,1,2008,12
15799,60899,1,2008,12
15800,40656,1,2008,12
15801,24876,1,2008,12
15801,28297,1,2008,12
15803,15804,1,2008,12
15803,18140,1,2008,12
15803,37971,1,2008,12
15803,42914,1,2008,12
15803,57650,1,2008,12
15803,60873,1,2008,12
15803,62849,1,2008,12
15804,15934,1,2008,12
15804,18989,1,2008,12
15804,37968,1,2008,12
15804,40500,1,2008,12
15809,19366,1,2008,12
15822,36297,1,2008,12
15823,24674,1,2008,12
15823,25458,1,2008,12
15823,28238,1,2008,12
15823,34561,1,2008,12
15828,17921,1,2008,12
15828,27686,1,2008,12
15828,29624,1,2008,12
15828,32714,1,2008,12
15828,53779,1,2008,12
15831,21065,1,2008,12
15831,23195,1,2008,12
15831,26560,1,2008,12
15831,44771,1,2008,12
15834,25873,1,2008,12
15835,25878,1,2008,12
15842,40438,1,2008,12
15846,25015,1,2008,12
15846,28376,1,2008,12
15846,45318,1,2008,12
15853,36864,1,2008,12
15853,43986,1,2008,12
15853,57202,1,2008,12
15854,31275,1,2008,12
15857,27591,1,2008,12
15860,25673,1,2008,12
15860,35176,1,2008,12
15862,31239,1,2008,12
15862,34577,1,2008,12
15864,57250,1,2008,12
15865,25673,1,2008,12
15865,34510,1,2008,12
15865,34614,1,2008,12
15866,42155,1,2008,12
15867,42155,1,2008,12
15867,47442,1,2008,12
15869,25798,1,2008,12
15869,27371,1,2008,12
15869,28461,1,2008,12
15869,31682,1,2008,12
15869,37020,1,2008,12
15878,20334,1,2008,12
15878,47457,1,2008,12
15878,53364,1,2008,12
15878,57858,1,2008,12
15881,35871,1,2008,12
15892,57816,1,2008,12
15894,21014,1,2008,12
15896,15902,1,2008,12
15896,15905,1,2008,12
15898,21698,1,2008,12
15899,19483,1,2008,12
15899,39635,1,2008,12
15900,33640,1,2008,12
15902,15904,1,2008,12
15902,15905,1,2008,12
15903,26745,1,2008,12
15903,33458,1,2008,12
15903,37188,1,2008,12
15903,37189,1,2008,12
15903,37301,1,2008,12
15904,15908,1,2008,12
15904,39884,1,2008,12
15904,42487,1,2008,12
15905,22585,1,2008,12
15905,24158,1,2008,12
15905,28724,1,2008,12
15905,34208,1,2008,12
15905,39535,1,2008,12
15905,43899,1,2008,12
15905,45996,1,2008,12
15905,54221,1,2008,12
15905,55780,1,2008,12
15907,33670,1,2008,12
15921,31161,1,2008,12
15925,20311,1,2008,12
15925,25689,1,2008,12
15926,26378,1,2008,12
15926,32379,1,2008,12
15927,16376,1,2008,12
15927,24013,1,2008,12
15927,29828,1,2008,12
15927,34041,1,2008,12
15927,34814,1,2008,12
15928,26380,1,2008,12
15928,38013,1,2008,12
15929,21161,1,2008,12
15929,24948,1,2008,12
15929,26234,1,2008,12
15929,29108,1,2008,12
15930,27177,1,2008,12
15933,15941,1,2008,12
15937,30645,1,2008,12
15941,17860,1,2008,12
15941,24900,1,2008,12
15941,49163,1,2008,12
15942,23208,1,2008,12
15942,25115,1,2008,12
15942,30200,1,2008,12
15948,22811,1,2008,12
15951,18187,1,2008,12
15951,41300,1,2008,12
15951,45716,1,2008,12
15951,49272,1,2008,12
15951,51479,1,2008,12
15953,23865,1,2008,12
15954,45393,1,2008,12
15959,30701,1,2008,12
15959,32734,1,2008,12
15962,27514,1,2008,12
15962,39616,1,2008,12
15972,19613,1,2008,12
15973,16550,1,2008,12
15973,24162,1,2008,12
15978,31390,1,2008,12
15982,19925,1,2008,12
15989,42055,1,2008,12
15992,38683,1,2008,12
15995,16017,1,2008,12
15996,21875,1,2008,12
15999,30783,1,2008,12
15999,34181,1,2008,12
15999,37837,1,2008,12
15999,39055,1,2008,12
15999,40977,1,2008,12
16000,47393,1,2008,12
16004,16018,1,2008,12
16008,26079,1,2008,12
16008,37837,1,2008,12
16011,27148,1,2008,12
16012,44969,1,2008,12
16013,16017,1,2008,12
16013,20967,1,2008,12
16013,21434,1,2008,12
16013,29627,1,2008,12
16015,21876,1,2008,12
16016,16017,1,2008,12
16016,21875,1,2008,12
16016,45696,1,2008,12
16017,48612,1,2008,12
16018,46988,1,2008,12
16018,63173,1,2008,12
16023,40908,1,2008,12
16027,18814,1,2008,12
16028,32627,1,2008,12
16028,34648,1,2008,12
16029,20216,1,2008,12
16029,24146,1,2008,12
16030,34741,1,2008,12
16030,39941,1,2008,12
16032,43729,1,2008,12
16033,33098,1,2008,12
16035,43704,1,2008,12
16037,16054,1,2008,12
16037,25899,1,2008,12
16038,29051,1,2008,12
16038,29053,1,2008,12
16040,33397,1,2008,12
16041,35116,1,2008,12
16041,36501,1,2008,12
16042,17622,1,2008,12
16042,22259,1,2008,12
16042,22866,1,2008,12
16042,24613,1,2008,12
16042,33486,1,2008,12
16042,37597,1,2008,12
16043,20793,1,2008,12
16043,34968,1,2008,12
16046,16109,1,2008,12
16048,43498,1,2008,12
16051,19012,1,2008,12
16052,43498,1,2008,12
16054,16098,1,2008,12
16054,22309,1,2008,12
16058,34664,1,2008,12
16059,16671,1,2008,12
16059,16709,1,2008,12
16059,22259,1,2008,12
16059,36871,1,2008,12
16059,37597,1,2008,12
16059,38613,1,2008,12
16059,53100,1,2008,12
16061,16073,1,2008,12
16061,16094,1,2008,12
16061,31757,1,2008,12
16061,33994,1,2008,12
16061,34848,1,2008,12
16061,37608,1,2008,12
16061,44275,1,2008,12
16061,47577,1,2008,12
16064,32562,1,2008,12
16065,17760,1,2008,12
16065,35214,1,2008,12
16065,43693,1,2008,12
16065,44275,1,2008,12
16066,35214,1,2008,12
16067,16086,1,2008,12
16067,16109,1,2008,12
16068,56795,1,2008,12
16070,33410,1,2008,12
16070,36796,1,2008,12
16071,27482,1,2008,12
16073,16641,1,2008,12
16073,17499,1,2008,12
16073,17622,1,2008,12
16073,22297,1,2008,12
16073,23599,1,2008,12
16073,29148,1,2008,12
16073,33690,1,2008,12
16073,45441,1,2008,12
16073,58666,1,2008,12
16074,16076,1,2008,12
16074,16102,1,2008,12
16075,44274,1,2008,12
16075,44834,1,2008,12
16075,59045,1,2008,12
16078,45969,1,2008,12
16079,30494,1,2008,12
16079,33994,1,2008,12
16079,42092,1,2008,12
16080,19498,1,2008,12
16081,54599,1,2008,12
16083,24221,1,2008,12
16086,16090,1,2008,12
16086,16109,1,2008,12
16086,34065,1,2008,12
16089,38769,1,2008,12
16091,32573,1,2008,12
16091,38631,1,2008,12
16091,38780,1,2008,12
16094,22696,1,2008,12
16094,25899,1,2008,12
16094,30557,1,2008,12
16095,44834,1,2008,12
16096,44275,1,2008,12
16096,47577,1,2008,12
16097,20793,1,2008,12
16097,22352,1,2008,12
16097,29134,1,2008,12
16097,29584,1,2008,12
16097,32577,1,2008,12
16101,45836,1,2008,12
16104,31564,1,2008,12
16104,34399,1,2008,12
16104,38114,1,2008,12
16104,38787,1,2008,12
16104,41378,1,2008,12
16104,53170,1,2008,12
16105,38785,1,2008,12
16108,30636,1,2008,12
16108,31727,1,2008,12
16108,33031,1,2008,12
16108,34169,1,2008,12
16108,38888,1,2008,12
16108,38890,1,2008,12
16109,26937,1,2008,12
16109,33031,1,2008,12
16109,33650,1,2008,12
16109,47577,1,2008,12
16111,19546,1,2008,12
16111,24966,1,2008,12
16111,38774,1,2008,12
16111,39230,1,2008,12
16113,27936,1,2008,12
16120,16124,1,2008,12
16120,16125,1,2008,12
16137,32660,1,2008,12
16137,35398,1,2008,12
16137,36026,1,2008,12
16137,36029,1,2008,12
16143,23707,1,2008,12
16147,17984,1,2008,12
16147,27820,1,2008,12
16150,30763,1,2008,12
16151,29314,1,2008,12
16153,18600,1,2008,12
16153,19168,1,2008,12
16153,47114,1,2008,12
16153,48701,1,2008,12
16153,59805,1,2008,12
16155,27708,1,2008,12
